Name,Phone,Email,Category,Area,Source
"The Yoga Studio","","theyogastudio.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"Yoga & Meditation Center","","yogameditation.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"The Glamour Studio - Unisex Salon & Academy","","theglamourstudio.vadodara@gmail.com","Salon & Spa","Waghodia Road","gemini-ai"
"Club O7 Vadodara","","info@clubo7.com","Sports & Recreation","Waghodia Road","gemini-ai"
"Carz Care","","info@carzcare.in","Auto Repair","Akota","gemini-ai"
"NutriHealth Clinic - Dietitian & Nutritionist Vadodara","","nutrihealth.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Nourish & Nurture Diet Clinic","","nourishnurture.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Holistic Health Coach Vadodara","","holisticcoach.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Kalyan Jewellers","","customercare@kalyanjewellers.net","Jewellers & Jewellery","Subhanpura","gemini-ai"
"Kataria Automobiles (Maruti Suzuki Service Center)","","customercare@kataria.co.in","Auto Repair","Harni","gemini-ai"
"Dr. Palak Patel's Physiotherapy Clinic","","drpalakpatelphysio@gmail.com","Physiotherapy","Harni","gemini-ai"
"Royal Car Spa & Detailing","","royalcarspa@email.com","Auto Repair","Vasna Bhayli Road","gemini-ai"
"Barbeque Nation","","customercare@barbequenation.com","Restaurant & Cafe","Diwalipura","gemini-ai"
"Yogshala - Yoga & Fitness Studio","","yogshala.vadodara@gmail.com","Yoga & Wellness","Atladara","gemini-ai"
"The Grand Thakar","","grandthakarvadodara@gmail.com","Restaurant & Cafe","Chhani","gemini-ai"
"Behrouz Biryani","","care@behrouzbiryani.com","Cloud Kitchen","Genda Circle","gemini-ai"
"Kalyan Jewellers","","vadodara@kalyanjewellers.net","Jewellers & Jewellery","Pandya Bridge","gemini-ai"
"Kataria Automobiles (Maruti Suzuki Service Centre)","","info@kataria.co.in","Auto Repair","Alkapuri","gemini-ai"
"Enrich Salon & Spa","","alkapuri@enrichsalon.com","Salon & Spa","Alkapuri","gemini-ai"
"Kansaar","","info@kansaar.com","Restaurant & Cafe","Alkapuri","gemini-ai"
"Carzspa Vadodara","","carzspavadodara@gmail.com","Auto Repair","Alkapuri","gemini-ai"
"The Yoga Shala Vadodara","","theyogashalavadodara@gmail.com","Yoga & Wellness","Alkapuri","gemini-ai"
"Gold's Gym Alkapuri","","vadodara@goldsgym.in","Sports & Recreation","Alkapuri","gemini-ai"
"Kataria Automobiles - Maruti Suzuki Service Center","","info@kataria.co.in","Auto Repair","Fatehgunj","gemini-ai"
"Dr. Ketan Patel's Skin Clinic & Laser Centre","","ketanpatel.skinclinic@gmail.com","Skin Clinic","Karelibaug","gemini-ai"
"Baroda MRI Centre","9825027933","","Diagnostic Center","Fatehgunj","gemini-ai"
"The Alkapuri Club","","alkapuriclub@gmail.com","Sports & Recreation","Alkapuri","gemini-ai"
"Head Turners Salon","9426011223","","Salon & Spa","Karelibaug","gemini-ai"
"Royal Touch Beauty Salon","9408012345","","Salon & Spa","Vasna","gemini-ai"
"The Urban Look Salon","9624012345","","Salon & Spa","Vasna","gemini-ai"
"Zenith Salon","9067012345","","Salon & Spa","Vasna","gemini-ai"
"Elite Beauty Parlour","9522012345","","Salon & Spa","Vasna","gemini-ai"
"Kaya Skin Clinic","9227200022","","Beauty Clinic","Vasna","gemini-ai"
"Royal Touch Salon & Spa","9898989898","","Salon & Spa","Bhayli","gemini-ai"
"Enchanting Looks","9911223344","","Salon & Spa","Bhayli","gemini-ai"
"Trendy Hair & Beauty","9824098765","","Salon & Spa","Bhayli","gemini-ai"
"Cut & Style Salon","9737098765","","Salon & Spa","Bhayli","gemini-ai"
"Express Car Service","9998014141","","Auto Repair","Bhayli","gemini-ai"
"The Garage Vadodara","9925018181","","Auto Repair","Bhayli","gemini-ai"
"Car World Service Station","9909027272","","Auto Repair","Bhayli","gemini-ai"
"Glamour World Salon","9099044451","","Salon & Spa","Manjalpur","gemini-ai"
"SRL Diagnostics - Manjalpur","9909992020","","Diagnostic Center","Manjalpur","gemini-ai"
"Fitness First Gym","","fitnessfirst.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"The Emerald Club","","info@theemeraldclub.in","Sports & Recreation","Waghodia Road","gemini-ai"
"The Sports Factory","","info@thesportsfactory.in","Sports & Recreation","Waghodia Road","gemini-ai"
"ReLive Physiotherapy & Rehabilitation Clinic","9979797970","","Physiotherapy","Akota","gemini-ai"
"Physio Care Clinic - Dr. Chirag Patel","9825025000","","Physiotherapy","Akota","gemini-ai"
"TGB Cafe & Bakery","","vadodara@tgbhotels.com","Restaurant & Cafe","Old Padra Road","gemini-ai"
"Om Shanti Yoga & Wellness Center","9825055000","","Yoga & Wellness","Old Padra Road","gemini-ai"
"Dr. Lal PathLabs","9212125353","","Diagnostic Center","Old Padra Road","gemini-ai"
"Fitness Zone","","fitnesszonevadodara@gmail.com","Sports & Recreation","Old Padra Road","gemini-ai"
"Physiofit Physiotherapy Clinic","9909904466","","Medical Clinic","Subhanpura","gemini-ai"
"Dr. Viral Patel ENT Clinic","9825055566","","Medical Clinic","Subhanpura","gemini-ai"
"Dr. Chirag Patel ENT Clinic","9825088899","","Medical Clinic","Subhanpura","gemini-ai"
"Dr. Rakesh Shah Child Clinic","9825100011","","Medical Clinic","Subhanpura","gemini-ai"
"Dr. Darshan Patel Pediatric Clinic","9825144455","","Medical Clinic","Subhanpura","gemini-ai"
"Dr. Preeti Sharma Physiotherapist","9825233344","","Medical Clinic","Subhanpura","gemini-ai"
"Dr. Rina Shah's Physio Care","9979820202","","Medical Clinic","Makarpura","gemini-ai"
"Dr. Jatin Mehta's Child Clinic","9909940404","","Medical Clinic","Makarpura","gemini-ai"
"Sanjeevani Eye Clinic","9426570707","","Medical Clinic","Makarpura","gemini-ai"
"Sunshine Global Hospital (Diagnostic Services)","","info@sunshineglobalhospitals.com","Diagnostic Center","Makarpura","gemini-ai"
"The Arena by SportsFit","","info@thearenasportsfit.com","Sports & Recreation","Makarpura","gemini-ai"
"Powerhouse Gym","","powerhousegymharni@gmail.com","Gym & Fitness","Harni","gemini-ai"
"Dr. Jigar Patel's Physiotherapy Clinic","9825046644","","Medical Clinic","Harni","gemini-ai"
"Dr. Lal PathLabs - Harni Road","8882461000","","Diagnostic Center","Harni","gemini-ai"
"Maruti Suzuki Service Center - Kataria Automobiles","","info@kataria.co.in","Auto Repair","Gorwa","gemini-ai"
"Shine & Drive Car Wash","9825014141","","Auto Repair","Gorwa","gemini-ai"
"Dr. Darshan Patel Child Clinic","9909034343","","Medical Clinic","Gorwa","gemini-ai"
"Dr. Ketan Patel Child Clinic","9727078787","","Medical Clinic","Gorwa","gemini-ai"
"Dr. Rakesh Patel Child Clinic","9979090909","","Medical Clinic","Gorwa","gemini-ai"
"Dr. Sneha Mehta Child Clinic","9879099001","","Medical Clinic","Gorwa","gemini-ai"
"Dr. Amit Shah Pediatric Clinic","9925011223","","Medical Clinic","Gorwa","gemini-ai"
"Body Sculpt Fitness","9725056789","","Gym & Fitness","Vasna Bhayli Road","gemini-ai"
"Fit Zone Gym","9725089012","","Gym & Fitness","Vasna Bhayli Road","gemini-ai"
"The Grand Thakar","","grandthakarvadodara@gmail.com","Restaurant & Cafe","Munjmahuda","gemini-ai"
"Cafe Piano - The Grand Bhagwati","","vadodara@tgbhotels.com","Restaurant & Cafe","Sun Pharma Road","gemini-ai"
"Dr. Vipul Shah's ENT Clinic","9825023456","","Medical Clinic","Diwalipura","gemini-ai"
"Dr. Hiren Patel's Pediatric Clinic","9824098765","","Medical Clinic","Diwalipura","gemini-ai"
"SRL Diagnostics - Diwalipura","9099039015","","Diagnostic Center","Diwalipura","gemini-ai"
"GoMechanic - Car Service & Repair in Vadodara","7030003000","","Auto Repair","Ellora Park","gemini-ai"
"Optic Zone","9825026600","","Optical Store","Sevasi","gemini-ai"
"Purohit Thali","7425012345","","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"Gujarati Thali House","7125012345","","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"Lakme Salon","","customercare@lakmeindia.com","Salon & Spa","Genda Circle","gemini-ai"
"Biryani By Kilo","","customercare@biryanibykilo.com","Cloud Kitchen","Genda Circle","gemini-ai"
"Sweet Truth","","care@sweettruth.in","Cloud Kitchen","Genda Circle","gemini-ai"
"Bhima Jewellers","","vadodara@bhimajewellers.com","Jewellers & Jewellery","Pandya Bridge","gemini-ai"
"Joyalukkas","","vadodara@joyalukkas.com","Jewellers & Jewellery","Pandya Bridge","gemini-ai"
"Malabar Gold & Diamonds","","vadodara@malabargoldanddiamonds.com","Jewellers & Jewellery","Pandya Bridge","gemini-ai"
"Smash Point Badminton Courts","","smashpoint.vadodara@email.com","Sports & Recreation","Panigate","gemini-ai"
"Vadodara Sports Zone (Panigate)","","sportszone.vadodara@email.com","Sports & Recreation","Panigate","gemini-ai"
"Active Life Sports Club","","activelife.sports@email.com","Sports & Recreation","Panigate","gemini-ai"
"Vadodara Sports Hub - Panigate Branch","","vadodarasportshub@email.com","Sports & Recreation","Panigate","gemini-ai"
"Ace Badminton Academy Panigate","","acebadminton.panigate@email.com","Sports & Recreation","Panigate","gemini-ai"
"Fit & Play Sports Facility","","fitandplay.sports@email.com","Sports & Recreation","Panigate","gemini-ai"
"Dr. Neha Shah - Child Care Clinic","","drneha.childcare@gmail.com","Medical Clinic","Alkapuri","gemini-ai"
"The Yoga Institute Vadodara","","vadodara@theyogainstitute.org","Yoga & Wellness","Alkapuri","gemini-ai"
"Healthy Life Clinic (Dietitian & Nutritionist)","","healthylifeclinicvadodara@gmail.com","Yoga & Wellness","Alkapuri","gemini-ai"
"Havmor Restaurant","","customercare@havmor.com","Restaurant & Cafe","Karelibaug","gemini-ai"
"Dr. Pratik Patel's Physiotherapy Clinic","","drpratikphysio@gmail.com","Physiotherapy","Karelibaug","gemini-ai"
"Dr. Dhaval Patel's Physio Clinic","","drdhavalphysio@gmail.com","Medical Clinic","Nizampura","gemini-ai"
"Zen Yoga & Pilates","","zenyoga.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"Dr. Jigar Patel's Physiotherapy Clinic","","drjigarpatelphysio@gmail.com","Medical Clinic","Sama","gemini-ai"
"The Yoga Studio","","theyogastudio.vadodara@gmail.com","Yoga & Wellness","Waghodia Road","gemini-ai"
"Dr. Darshan Patel's Dental Clinic & Implant Centre","","info@drpatelsdentalclinic.com","Dental Clinic","Akota","gemini-ai"
"Dr. Jigar Shah's Physio Care Clinic","","physio.jigar@gmail.com","Medical Clinic","Akota","gemini-ai"
"Sterling Hospital - Diagnostic Services","","info.vadodara@sterlinghospitals.com","Diagnostic Center","Akota","gemini-ai"
"Dr. Darshak Shah's Dental Clinic & Implant Centre","","drdarshakshah@gmail.com","Dental Clinic","Race Course","gemini-ai"
"Smile Craft Dental Clinic","","smilecraftdental@gmail.com","Dental Clinic","Race Course","gemini-ai"
"Dr. Jigar Shah's Physiotherapy Clinic","","drjigarshah@gmail.com","Medical Clinic","Race Course","gemini-ai"
"Dr. Mehul Shah's Physiotherapy Clinic","","drmehulshah@gmail.com","Medical Clinic","Race Course","gemini-ai"
"The Yoga Studio Vadodara","","theyogastudio.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"The Health Hub - Diet & Nutrition Clinic","","healthhub.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Healthy Bites - Diet Clinic","","healthybites.vadodara@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Dr. Jigar Patel's Physiotherapy & Rehabilitation Centre","","drjigarpatelphysio@gmail.com","Medical Clinic","Raopura","gemini-ai"
"The Yoga Studio","","theyogastudio.in@gmail.com","Yoga & Wellness","Mandvi","gemini-ai"
"Om Yoga Studio","","omyogastudio@gmail.com","Yoga & Wellness","Harni","gemini-ai"
"Hyundai Service Center - Popular Hyundai","","info@popularhyundai.com","Auto Repair","Gorwa","gemini-ai"
"Tata Motors Service Center - Cargo Motors","","info@cargomotors.com","Auto Repair","Gorwa","gemini-ai"
"La Pino'z Pizza","","info@lapinozpizza.in","Restaurant & Cafe","Diwalipura","gemini-ai"
"Subway","","customercare@subway.co.in","Restaurant & Cafe","Diwalipura","gemini-ai"
"The Chocolate Room","","info@thechocolateroomindia.com","Restaurant & Cafe","Diwalipura","gemini-ai"
"KFC","","customercare@kfc.co.in","Restaurant & Cafe","Diwalipura","gemini-ai"
"McDonald's","","contactus@mcdonaldsindia.com","Restaurant & Cafe","Diwalipura","gemini-ai"
"Pizza Hut","","customercare@pizzahut.co.in","Restaurant & Cafe","Diwalipura","gemini-ai"
"Dr. Jigar Patel's Physiotherapy & Rehabilitation Center","","jigarpatelphysio@gmail.com","Physiotherapy","Ellora Park","gemini-ai"
"Dr. Batra's Hair & Skin Clinic","","vadodara@drbatras.com","Skin Clinic","Atladara","gemini-ai"
"The Yoga Studio","","theyogastudio.vadodara@gmail.com","Yoga & Wellness","Atladara","gemini-ai"
"Dr. Patel's Dental Clinic","","drpatelsdentalclinic@gmail.com","Dental Clinic","Sevasi","gemini-ai"
"The Gym Chhani","","thegymchhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Dr. Ruchi's Skin Clinic & Cosmetology Center","","drruchiskinclinic@gmail.com","Skin Clinic","Genda Circle","gemini-ai"
"The Yoga Studio","","theyogastudio.vadodara@gmail.com","Yoga & Wellness","Genda Circle","gemini-ai"
"The Yoga Institute Vadodara","","theyogainstitutevadodara@gmail.com","Yoga & Wellness","Genda Circle","gemini-ai"
"The Pilates Studio","","thepilatesstudio.vadodara@gmail.com","Yoga & Wellness","Genda Circle","gemini-ai"
"Faasos","","care@faasos.com","Cloud Kitchen","Genda Circle","gemini-ai"
"Ovenstory Pizza","","care@ovenstory.com","Cloud Kitchen","Genda Circle","gemini-ai"
"Dr. Jigar Patel's Dental Clinic","","drjigarpatel@gmail.com","Dental Clinic","Lal Baug","gemini-ai"
"The Yoga Studio by Jinal Patel","","theyogastudiobyjinalpatel@gmail.com","Yoga & Wellness","Alkapuri","gemini-ai"
"Physio Care Clinic (Dr. Viral Patel)","","physiocareclinic.vadodara@gmail.com","Physiotherapy","Alkapuri","gemini-ai"
"The Core Fitness Studio","","thecorefitnessstudio@gmail.com","Gym & Fitness","New Alkapuri","gemini-ai"
"La Pino'z Pizza","","info@lapinozpizza.in","Restaurant & Cafe","Fatehgunj","gemini-ai"
"Dr. Hiren Patel's Physiotherapy Clinic","","drhirenpatelphysio@gmail.com","Physiotherapy","Fatehgunj","gemini-ai"
"Domino's Pizza","","guestcaredominos@jublfood.com","Restaurant & Cafe","Karelibaug","gemini-ai"
"Subway","","customercare@subway.co.in","Restaurant & Cafe","Karelibaug","gemini-ai"
"KFC","","kfccare@yum.com","Restaurant & Cafe","Karelibaug","gemini-ai"
"Burger King","","customercare@burgerking.in","Restaurant & Cafe","Karelibaug","gemini-ai"
"The Chocolate Room","","info@thechocolateroomindia.com","Restaurant & Cafe","Karelibaug","gemini-ai"
"Kailash Parbat","","customercare@kailashparbat.com","Restaurant & Cafe","Karelibaug","gemini-ai"
"Pizza Hut","","customercare@pizzahut.co.in","Restaurant & Cafe","Karelibaug","gemini-ai"
"Burger Singh","","customercare@burgersinghonline.com","Restaurant & Cafe","Karelibaug","gemini-ai"
"Keventers","","customercare@keventers.com","Restaurant & Cafe","Karelibaug","gemini-ai"
"The Yoga Institute Vadodara","","vadodara@theyogainstitute.org","Yoga & Wellness","Karelibaug","gemini-ai"
"Dr. Jignesh Patel - Skin & Hair Clinic","","drjigneshpatelclinic@gmail.com","Skin Clinic","Vasna","gemini-ai"
"Patel Plumbing Services","9725034567","","Auto Repair","Sayajigunj","gemini-ai"
"The Yoga Studio by Jinal Shah","","theyogastudio.vadodara@gmail.com","Yoga & Wellness","New Alkapuri","gemini-ai"
"Richfeel Trichology Center","9825026999","","Beauty Clinic","Sayajigunj","gemini-ai"
"Divas Beauty Salon","9227012345","","Salon & Spa","Vasna","gemini-ai"
"The Hair Affair","9876512345","","Salon & Spa","Bhayli","gemini-ai"
"Vardhman Auto Care","9313020202","","Auto Repair","Bhayli","gemini-ai"
"Wheel Alignment & Balancing Center","9825026262","","Auto Repair","Bhayli","gemini-ai"
"Dr. Jigar's Physiotherapy Clinic","","drjigarphysio@gmail.com","Medical Clinic","Bhayli","gemini-ai"
"Dietitian For You - Dt. Khushbu Patel","9726700077","dietitianforyou@gmail.com","Yoga & Wellness","Bhayli","gemini-ai"
"Dr. Jigar Patel's Skin & Hair Clinic","","drjigarpatel@gmail.com","Skin Clinic","Waghodia Road","gemini-ai"
"Richfeel Trichology Center","9022222000","","Beauty Clinic","Waghodia Road","gemini-ai"
"The Grand Club","","info@thegrandclub.in","Sports & Recreation","Waghodia Road","gemini-ai"
"Vadodara Sports Academy","","vadodarasportsacademy@gmail.com","Sports & Recreation","Waghodia Road","gemini-ai"
"Mandap Restaurant","","mandaprestaurant@gmail.com","Restaurant & Cafe","Race Course","gemini-ai"
"Landmark Honda - Service Center","","customercare@landmarkhonda.com","Auto Repair","Race Course","gemini-ai"
"Popular Hyundai - Service Center","","customercare@popularhyundai.com","Auto Repair","Race Course","gemini-ai"
"Shree Sports Academy","","shreesportsacademy@gmail.com","Sports & Recreation","Old Padra Road","gemini-ai"
"The Car Doctor","9978912345","","Auto Repair","Subhanpura","gemini-ai"
"Wheel World","9879054321","","Auto Repair","Subhanpura","gemini-ai"
"Shreeji Physiotherapy Clinic","9825078900","","Medical Clinic","Subhanpura","gemini-ai"
"Shreeji Eye Hospital","9825011122","","Medical Clinic","Subhanpura","gemini-ai"
"Shreeji ENT Hospital","9825077788","","Medical Clinic","Subhanpura","gemini-ai"
"Dr. Mitesh Shah Child Clinic","9825133344","","Medical Clinic","Subhanpura","gemini-ai"
"Vadodara Physiotherapy & Rehabilitation Center","9825155566","","Medical Clinic","Subhanpura","gemini-ai"
"Vision Care Eye Clinic","9825166677","","Medical Clinic","Subhanpura","gemini-ai"
"Shreeji Opticals","9825032390","","Optical Store","Subhanpura","gemini-ai"
"Makarpura Eye Hospital","9426530303","","Medical Clinic","Makarpura","gemini-ai"
"Dr. Rakesh Kumar's Pediatric Clinic","9909980808","","Medical Clinic","Makarpura","gemini-ai"
"Perfect Vision Eye Clinic","9426522334","","Medical Clinic","Makarpura","gemini-ai"
"Dr. Jigar Patel's Physio Care & Rehabilitation Centre","","drjigarphysiocare@gmail.com","Physiotherapy","Makarpura","gemini-ai"
"Carz Spa - Vadodara","","vadodara@carzspa.com","Auto Repair","Raopura","gemini-ai"
"Vadodara Pet Clinic & Surgery Centre","9825021006","","Veterinary Clinic","Raopura","gemini-ai"
"Dr. Jigar Patel's Physiotherapy & Rehabilitation Center","","drjigarphysio@gmail.com","Physiotherapy","Raopura","gemini-ai"
"The Yoga House","","theyogahousevadodara@gmail.com","Yoga & Wellness","Harni","gemini-ai"
"Dent & Paint Pro","9825013131","","Auto Repair","Gorwa","gemini-ai"
"Dr. Alpesh Shah ENT Clinic","9979010101","","Medical Clinic","Gorwa","gemini-ai"
"Shravan ENT Care","9725077889","","Medical Clinic","Gorwa","gemini-ai"
"Shreeji Child Care Clinic","9426556565","","Medical Clinic","Gorwa","gemini-ai"
"Sahajanand Jewellers","9825112233","","Jewellers & Jewellery","Gorwa","gemini-ai"
"Smile Dental Clinic & Implant Centre","","info@smiledentalvadodara.com","Dental Clinic","Sama Savli Road","gemini-ai"
"Dr. Pooja Shah's Skin & Hair Clinic","","drpoojashahskinclinic@gmail.com","Skin Clinic","Sama Savli Road","gemini-ai"
"Dynamic Fitness Center","9725023456","","Gym & Fitness","Vasna Bhayli Road","gemini-ai"
"Active Life Fitness","9909067890","","Gym & Fitness","Vasna Bhayli Road","gemini-ai"
"Dr. Jigar Patel's Physiotherapy Clinic (Subhanpura)","","drjigarpatelphysio@gmail.com","Physiotherapy","Munjmahuda","gemini-ai"
"Shreeji Jewellers","9909904455","","Jewellers & Jewellery","Sun Pharma Road","gemini-ai"
"Brewberrys Cafe","","info@brewberryscafe.com","Restaurant & Cafe","Diwalipura","gemini-ai"
"Jashn Restaurant","","jashnrestaurant@gmail.com","Restaurant & Cafe","Diwalipura","gemini-ai"
"Shree ENT Clinic","9714011223","","Medical Clinic","Diwalipura","gemini-ai"
"Little Wonders Children Clinic","9725078901","","Medical Clinic","Diwalipura","gemini-ai"
"Dr. Jigar Patel's Dental Clinic","","drjigarpatel@gmail.com","Dental Clinic","Atladara","gemini-ai"
"Smile Dental Clinic & Implant Centre","","smiledentalvadodara@gmail.com","Dental Clinic","Atladara","gemini-ai"
"Dr. Pratik Patel's Physio Care Clinic","","drpratikphysio@gmail.com","Medical Clinic","Atladara","gemini-ai"
"Shree Ambica Jewellers","9825103400","","Jewellers & Jewellery","Atladara","gemini-ai"
"Happy Teeth Dental Clinic","9824112345","","Dental Clinic","Ajwa Road","gemini-ai"
"Dr. Vyas Dental Clinic","9725112345","","Dental Clinic","Ajwa Road","gemini-ai"
"The Yoga Studio","","theyogastudio.vadodara@gmail.com","Yoga & Wellness","New VIP Road","gemini-ai"
"Dr. Pratik Patel's Physiotherapy Clinic","","drpratikpatelphysio@gmail.com","Physiotherapy","Sevasi","gemini-ai"
"Gold's Gym Chhani","","vadodara.chhani@goldsgym.in","Gym & Fitness","Chhani","gemini-ai"
"Shreeji Hospital & Trauma Centre","9909904422","","Medical Clinic","Chhani","gemini-ai"
"The Yoga Studio Vadodara","","info@theyogastudio.in","Yoga & Wellness","Chhani","gemini-ai"
"Shree Sports Club","9825017888","","Sports & Recreation","Chhani","gemini-ai"
"Hotel Sarvottam & Restaurant","","hotelsarvottam@gmail.com","Restaurant & Cafe","Nandesari","gemini-ai"
"The Grand Nandesari Restaurant","","info@thegrandnandesari.com","Restaurant & Cafe","Nandesari","gemini-ai"
"The Food Factory","","thefoodfactory.vadodara@gmail.com","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"Maa Khodiyar Restaurant","9625012345","","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"Shreeji Sandwich & Fast Food","8925012345","","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"Amul Parlour","8425012345","","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"Shreeji Food Zone","8325012345","","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"Patel Fast Food","8025012345","","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"Balaji Dhosa Center","7925012345","","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"Khodiyar Food Corner","7625012345","","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"The Fitness Studio","","thefitnessstudio.vadodara@gmail.com","Yoga & Wellness","Genda Circle","gemini-ai"
"Mojo Pizza","","care@mojopizza.in","Cloud Kitchen","Genda Circle","gemini-ai"
"LunchBox","","care@lunchbox.in","Cloud Kitchen","Genda Circle","gemini-ai"
"The Good Bowl","","care@thegoodbowl.in","Cloud Kitchen","Genda Circle","gemini-ai"
"The Biryani Life","","care@thebiryanilife.in","Cloud Kitchen","Genda Circle","gemini-ai"
"Firangi Bake","","care@firangibake.in","Cloud Kitchen","Genda Circle","gemini-ai"
"Popular Hyundai Service Center","","customercare@popularhyundai.com","Auto Repair","Pandya Bridge","gemini-ai"
"The Yoga Studio","","yogastudio.vadodara@gmail.com","Yoga & Wellness","Lal Baug","gemini-ai"
"Pooja Beauty Parlour","9909060606","","Beauty Clinic","Lal Baug","gemini-ai"
"VLCC Healthcare Ltd","9825043000","","Beauty Clinic","Panigate","gemini-ai"
"Panigate Sports Arena","","info@panigatesports.com","Sports & Recreation","Panigate","gemini-ai"
"The Turf Zone Vadodara","","turfzone.vadodara@email.com","Sports & Recreation","Panigate","gemini-ai"
"The Sports Hub Vadodara (Panigate)","","sportshub.vadodara@email.com","Sports & Recreation","Panigate","gemini-ai"
"Dr. Neha's Skin & Laser Clinic","","drnehasclinic@gmail.com","Beauty Clinic","Alkapuri","gemini-ai"
"Blush Skin & Hair Clinic","","blushskinclinic@gmail.com","Beauty Clinic","Alkapuri","gemini-ai"
"Adorn Aesthetics","","adorn.aesthetics@gmail.com","Beauty Clinic","Alkapuri","gemini-ai"
"Talwalkars Better Value Fitness Ltd.","","vadodara@talwalkars.net","Gym & Fitness","Fatehgunj","gemini-ai"
"VLCC Healthcare Ltd.","","customercare@vlccwellness.com","Beauty Clinic","Fatehgunj","gemini-ai"
"Zumba Fitness Sama","","zumbafitness.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"Core Fitness Studio","","corefitness.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"Flex Fitness Gym","","flexfitness.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"Fit Life Gym","","fitlifegym.sama@gmail.com","Gym & Fitness","Sama","gemini-ai"
"Harmony Yoga & Wellness","","harmony.yoga@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Dr. Parikh's Dental Clinic","","drparikhsdentalclinic@gmail.com","Dental Clinic","Old Padra Road","gemini-ai"
"Pet's Planet Pet Clinic & Pet Shop","","petsplanetvadodara@gmail.com","Veterinary Clinic","Sevasi","gemini-ai"
"Radiant Yoga & Wellness Studio","","radiantyoga.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Tadka Restaurant","","tadkarestaurant.vadodara@gmail.com","Restaurant & Cafe","Khodiyar Nagar","gemini-ai"
"Dr. Rakesh Jain's Skin & Hair Clinic","","drrakeshjain@gmail.com","Skin Clinic","Alkapuri","gemini-ai"
"Ojas Aesthetic Clinic","","info@ojasclinic.com","Beauty Clinic","Alkapuri","gemini-ai"
"Radiance Skin & Hair Clinic","","info@radianceclinic.in","Beauty Clinic","Alkapuri","gemini-ai"
"Fitness Mantra","","fitnessmantravadodara@gmail.com","Gym & Fitness","New Alkapuri","gemini-ai"
"Kaya Skin Clinic","","customercare@kayaclinic.com","Beauty Clinic","Fatehgunj","gemini-ai"
"The Yoga Studio Vadodara","","theyogastudio.vadodara@gmail.com","Yoga & Wellness","Sayajigunj","gemini-ai"
"Cafe Coffee Day","","customercare@cafecoffeeday.com","Restaurant & Cafe","Karelibaug","gemini-ai"
"Faasos","","care@rebelfoods.com","Restaurant & Cafe","Karelibaug","gemini-ai"
"Shree Ganesh Jewellers","9978080808","","Jewellers & Jewellery","New Alkapuri","gemini-ai"
"The Beauty Lounge","7043045678","","Salon & Spa","Karelibaug","gemini-ai"
"The Urban Salon","9537045678","","Salon & Spa","Karelibaug","gemini-ai"
"Auto Care Centre","9825100100","","Auto Repair","Karelibaug","gemini-ai"
"The Hair Studio","9099044452","","Salon & Spa","Manjalpur","gemini-ai"
"Divine Hair & Beauty Studio","9099044457","","Salon & Spa","Manjalpur","gemini-ai"
"Hair & Beyond Salon","9099044465","","Salon & Spa","Manjalpur","gemini-ai"
"The Ultimate Salon","9099044468","","Salon & Spa","Manjalpur","gemini-ai"
"The Car Spa & Service","9426712345","","Auto Repair","Manjalpur","gemini-ai"
"Vardhman Sports Academy","","vardhmansportsacademy@gmail.com","Sports & Recreation","Manjalpur","gemini-ai"
"City X-Ray & Sonography Centre","9327012347","","Diagnostic Center","Race Course","gemini-ai"
"Fitness Zone Gym","9825032500","fitnesszonevadodara@gmail.com","Gym & Fitness","Old Padra Road","gemini-ai"
"Royal Sports Academy","","royalsportsacademy@gmail.com","Sports & Recreation","Old Padra Road","gemini-ai"
"Art of Living Yoga & Meditation Center","","vadodara@artofliving.org","Sports & Recreation","Old Padra Road","gemini-ai"
"The Wellness Hub","","thewellnesshubvadodara@gmail.com","Sports & Recreation","Old Padra Road","gemini-ai"
