Name,Category,Area,Address,Phone,Email,Rating,Reviews,Website,Instagram,Facebook,Est.Year,Score,Source
"The Gym Manjalpur","Gym & Fitness","Manjalpur","Shop No. 101-102, 1st Floor, Royal Square, Nr. Manjalpur Police Station, Manjalpur, Vadodara, Gujarat 390010","","",4.6,147,"","","",,43,"gemini-ai"
"Fitness Freak Gym","Gym & Fitness","Manjalpur","GF-10, Vrundavan Complex, Opp. Manjalpur Police Station, Manjalpur, Vadodara, Gujarat 390010","","",4.5,125,"","","",,43,"gemini-ai"
"Sai Car Care","Auto Repair","Manjalpur","Shop No. 1, Ground Floor, Manjalpur Police Station Road, Manjalpur, Vadodara, Gujarat 390010","","",4.5,155,"","","",,43,"gemini-ai"
"Carzspa Manjalpur","Auto Repair","Manjalpur","Shop No. 10, Atlantis K-10, Manjalpur, Vadodara, Gujarat 390010","","",4.6,190,"","","",2015,43,"gemini-ai"
"Curry & Roti","Cloud Kitchen","Manjalpur","Shop No. 12, Shubham Residency, Manjalpur, Vadodara, Gujarat 390010","","",4,250,"","","",,43,"gemini-ai"
"Taste of Punjab","Cloud Kitchen","Manjalpur","Shop No. 8, Siddheshwar Complex, Manjalpur, Vadodara, Gujarat 390010","","",3.9,280,"","","",,43,"gemini-ai"
"The Pizza Box","Cloud Kitchen","Manjalpur","Shop No. 9, Vraj Vihar Complex, Manjalpur, Vadodara, Gujarat 390010","","",4,350,"","","",,43,"gemini-ai"
"Chai Sutta Bar","Cloud Kitchen","Manjalpur","Shop No. 15, Vraj Vihar Complex, Manjalpur, Vadodara, Gujarat 390010","","",4,400,"","","",,43,"gemini-ai"
"Dr. Rakesh Patel Skin & Hair Clinic","Skin Clinic","Nizampura","GF-1, Shivalik Plaza, Near Bright School, Nizampura, Vadodara, Gujarat 390024","","",4.6,147,"","","",2000,43,"gemini-ai"
"Apollo Clinic - Sama","Diagnostic Center","Sama","GF-1, Shivalik Plaza, Sama-Savli Road, Sama, Vadodara, Gujarat 390008","","",4,200,"","","",,43,"gemini-ai"
"Looks Salon","Beauty Clinic","Waghodia Road","Shop No. 101, 1st Floor, Shivalik Plaza, Waghodia Rd, near Waghodia Circle, Vadodara, Gujarat 390019","","",4,210,"","","",,43,"gemini-ai"
"Thyrocare Collection Center - Akota","Diagnostic Center","Akota","G-1, Ground Floor, Akota Atladra Road, Near Akota Bridge, Akota, Vadodara, Gujarat 390020","","info@thyrocare.com",4,45,"","","",,43,"gemini-ai"
"Apollo Diagnostics - Akota","Diagnostic Center","Akota","Shop No. 1, Ground Floor, Akota Square, Akota, Vadodara, Gujarat 390020","","info@apollodiagnostics.in",4,30,"","","",,43,"gemini-ai"
"Vrunda's Beauty Salon & Spa","Salon & Spa","Race Course","1st Floor, 101, Darshanam Plaza, Productivity Rd, Vadodara, Gujarat 390007","","",4.6,129,"","","",,43,"gemini-ai"
"Naturals Salon","Salon & Spa","Subhanpura","G-1, Atlantis K-10, Subhanpura, Vadodara, Gujarat 390023","","",4,320,"","","",,43,"gemini-ai"
"Green Trends Hair & Style Salon","Salon & Spa","Subhanpura","G-1, Atlantis K-10, Subhanpura, Vadodara, Gujarat 390023","","",4,280,"","","",,43,"gemini-ai"
"Auto Hub Car Workshop","Auto Repair","Subhanpura","Subhanpura Main Road, Subhanpura, Vadodara, Gujarat 390023","","",4.4,65,"","","",2018,43,"gemini-ai"
"Car Spa & Detailing Studio","Auto Repair","Subhanpura","Near Bright School, Subhanpura, Vadodara, Gujarat 390023","","",4.4,68,"","","",2018,43,"gemini-ai"
"Expert Car Mechanic","Auto Repair","Subhanpura","Subhanpura Main Road, Subhanpura, Vadodara, Gujarat 390023","","",4.3,58,"","","",2017,43,"gemini-ai"
"Thyrocare Collection Center - Subhanpura","Diagnostic Center","Subhanpura","Shop No. 1, Ground Floor, Shukan Complex, Subhanpura Main Road, Subhanpura, Vadodara, Gujarat 390023","","info@thyrocare.com",4,35,"","","",1996,43,"gemini-ai"
"Nidan Diagnostics - Subhanpura","Diagnostic Center","Subhanpura","Shop No. 10, Ground Floor, Shukan Complex, Subhanpura Main Road, Subhanpura, Vadodara, Gujarat 390023","","info@nidandiagnostics.com",4,22,"","","",2010,43,"gemini-ai"
"Radhe Diagnostic Center","Diagnostic Center","Subhanpura","Shop No. 10, Ground Floor, Shukan Complex, Subhanpura Main Road, Subhanpura, Vadodara, Gujarat 390023","","radhediagnostics@gmail.com",4,10,"","","",2016,43,"gemini-ai"
"Aarogyam Diagnostic Center","Diagnostic Center","Subhanpura","Shop No. 1, Ground Floor, Shukan Complex, Subhanpura Main Road, Subhanpura, Vadodara, Gujarat 390023","","aarogyamdiagnostics@gmail.com",4,13,"","","",2017,43,"gemini-ai"
"Om Diagnostic Center","Diagnostic Center","Subhanpura","Shop No. 10, Ground Floor, Shukan Complex, Subhanpura Main Road, Subhanpura, Vadodara, Gujarat 390023","","omdiagnostics@gmail.com",4,11,"","","",2018,43,"gemini-ai"
"Healthline Diagnostics","Diagnostic Center","Subhanpura","Shop No. 1, Ground Floor, Shukan Complex, Subhanpura Main Road, Subhanpura, Vadodara, Gujarat 390023","","healthlinediagnostics@gmail.com",4,9,"","","",2019,43,"gemini-ai"
"True Health Diagnostics","Diagnostic Center","Subhanpura","Shop No. 1, Ground Floor, Shukan Complex, Subhanpura Main Road, Subhanpura, Vadodara, Gujarat 390023","","truehealthdiagnostics@gmail.com",4,10,"","","",2018,43,"gemini-ai"
"Prime Scan Diagnostics","Diagnostic Center","Subhanpura","Shop No. 1, Ground Floor, Shukan Complex, Subhanpura Main Road, Subhanpura, Vadodara, Gujarat 390023","","primescandiagnostics@gmail.com",4,13,"","","",2018,43,"gemini-ai"
"The Art of Living Vadodara Centre","Yoga & Wellness","Raopura","3rd Floor, Shivalik Plaza, Kothi Char Rasta, Raopura, Vadodara, Gujarat 390001","","",4.6,150,"","","",,43,"gemini-ai"
"Burger Singh","Cloud Kitchen","Mandvi","Mandvi, Vadodara, Gujarat 390001","","",4,350,"","","",2014,43,"gemini-ai"
"The Fitness Hub","Gym & Fitness","Sama Savli Road","Shop No. 10, Ground Floor, Shreenathji Arcade, Sama Savli Road, Vadodara, Gujarat 390008","","",4.4,80,"","","",2019,43,"gemini-ai"
"Fitness Zone Gym","Gym & Fitness","Sama Savli Road","Shop No. 15, Ground Floor, Shreenathji Arcade, Sama Savli Road, Vadodara, Gujarat 390008","","",4.3,60,"","","",2018,43,"gemini-ai"
"Active Life Fitness","Gym & Fitness","Sama Savli Road","Ground Floor, D-Mart Building, Sama Savli Road, Vadodara, Gujarat 390008","","",4.3,50,"","","",2020,43,"gemini-ai"
"Core Strength Gym","Gym & Fitness","Sama Savli Road","2nd Floor, Shreenathji Arcade, Sama Savli Road, Vadodara, Gujarat 390008","","",4.4,80,"","","",2018,43,"gemini-ai"
"Elite Fitness Club","Gym & Fitness","Sama Savli Road","1st Floor, Shreenathji Arcade, Sama Savli Road, Vadodara, Gujarat 390008","","",4.3,65,"","","",2019,43,"gemini-ai"
"The Fitness Edge","Gym & Fitness","Sama Savli Road","3rd Floor, Atlantis K-10, Sama Savli Road, Vadodara, Gujarat 390008","","",4.4,70,"","","",2018,43,"gemini-ai"
"Urban Fitness Zone","Gym & Fitness","Sama Savli Road","1st Floor, D-Mart Building, Sama Savli Road, Vadodara, Gujarat 390008","","",4.3,50,"","","",2020,43,"gemini-ai"
"Sparsh Children Hospital","Medical Clinic","Sama Savli Road","Near Sama Char Rasta, Sama Savli Road, Vadodara, Gujarat 390008","","",4.6,105,"","","",2008,43,"gemini-ai"
"The Burger Factory","Cloud Kitchen","Ellora Park","Shop No. 1, Ground Floor, Shreyas Complex, Subhanpura Road, Ellora Park, Vadodara, Gujarat 390023","","",3.9,200,"","","",,43,"gemini-ai"
"Looks Salon & Spa","Salon & Spa","Ajwa Road","Shop No. 104, 1st Floor, Atlantis K-10, Ajwa Road, Vadodara, Gujarat 390019","","",4.6,120,"","","",,43,"gemini-ai"
"Shreeji Tiffin Service","Cloud Kitchen","Pandya Bridge","Near Pandya Bridge, Vadodara, Gujarat 390001","","",4.5,112,"","","",,43,"gemini-ai"
"Looks Unisex Salon","Salon & Spa","Tandalja","Shop No. 10, Ground Floor, Atlantis K-10, Tandalja Main Road, Vadodara, Gujarat 390012","","",4,200,"","","",,43,"gemini-ai"
"The Biryani House","Cloud Kitchen","Tandalja","Shop No. 1, Ground Floor, Tandalja Road, Near Bright Day School, Tandalja, Vadodara, Gujarat 390012","","",4,320,"","","",,43,"gemini-ai"
"The Pizza Factory","Cloud Kitchen","Tandalja","Shop No. 1, Ground Floor, Tandalja Road, Near Bright Day School, Tandalja, Vadodara, Gujarat 390012","","",4,280,"","","",,43,"gemini-ai"
"VLCC Healthcare Ltd","Salon & Spa","Lal Baug","1st Floor, Shivalik Plaza, Lal Baug, Vadodara, Gujarat 390020","","",4,310,"","","",,43,"gemini-ai"
"Fitness Freak Gym","Gym & Fitness","Panigate","1st Floor, Kunj Plaza, Near Panigate Circle, Panigate, Vadodara, Gujarat 390001","","",4.6,100,"","","",,43,"gemini-ai"
"Cool Care AC Service & Repair","Auto Repair","Alkapuri","Shop No. 1, Ground Floor, Alkapuri Arcade, R.C. Dutt Road, Alkapuri, Vadodara, Gujarat 390007","","",4.5,120,"","","",,43,"gemini-ai"
"Vadodara Pet Clinic & Pet Shop","Veterinary Clinic","Fatehgunj","Shop No. 10, Ground Floor, Shivalik Plaza, Fatehgunj, Vadodara, Gujarat 390002","","",4.6,140,"","","",,43,"gemini-ai"
"Dr. Ruchi's Skin & Hair Clinic","Skin Clinic","Karelibaug","G-1, Shivalik Plaza, Near Karelibaug Police Station, Karelibaug, Vadodara, Gujarat 390018","","drruchiskinhairclinic@gmail.com",4.8,10,"","","",,43,"gemini-ai"
"Dr. R.K. Patel's Pet Clinic","Veterinary Clinic","Alkapuri","101, Darshanam Arcade, Opp. Express Hotel, R.C. Dutt Road, Alkapuri, Vadodara, Gujarat 390007","","",4.5,109,"","","",,43,"gemini-ai"
"Dr Lal PathLabs","Diagnostic Center","Alkapuri","G-1, Ground Floor, Siddharth Complex, Near Express Hotel, R.C. Dutt Road, Alkapuri, Vadodara, Gujarat 390007","","",4,250,"","","",,43,"gemini-ai"
"The Kitchen Story","Cloud Kitchen","Alkapuri","G-1, Shivalik Plaza, Manisha Cross Rd, Old Padra Rd, Alkapuri, Vadodara, Gujarat 390007","","",4,250,"","","",,43,"gemini-ai"
"The Biryani Story","Cloud Kitchen","Alkapuri","G-1, Shivalik Plaza, Manisha Cross Rd, Old Padra Rd, Alkapuri, Vadodara, Gujarat 390007","","",4,300,"","","",,43,"gemini-ai"
"The Pizza Story","Cloud Kitchen","Alkapuri","G-1, Shivalik Plaza, Manisha Cross Rd, Old Padra Rd, Alkapuri, Vadodara, Gujarat 390007","","",4,200,"","","",,43,"gemini-ai"
"Dr. Chirag Shah's Eye Clinic","Medical Clinic","Fatehgunj","1st Floor, Shivalik Plaza, Fatehgunj Main Rd, Fatehgunj, Vadodara, Gujarat 390002","","",4.6,135,"","","",,43,"gemini-ai"
"The Biryani Story","Cloud Kitchen","Fatehgunj","Shop No. 1, Ground Floor, Shivalik Plaza, Fatehgunj, Vadodara, Gujarat 390002","","",4,380,"","","",,43,"gemini-ai"
"The Pizza Story","Cloud Kitchen","Fatehgunj","Shop No. 1, Ground Floor, Shivalik Plaza, Fatehgunj, Vadodara, Gujarat 390002","","",4,210,"","","",,43,"gemini-ai"
"The Waffle House","Restaurant & Cafe","Sayajigunj","Ground Floor, Express Towers, R.C. Dutt Road, Sayajigunj, Vadodara, Gujarat 390020","","",4,300,"","","",,43,"gemini-ai"
"Jawed Habib Hair & Beauty Salon","Salon & Spa","Karelibaug","G-1, Shreenathji Arcade, New VIP Rd, Karelibaug, Vadodara, Gujarat 390018","","",4,410,"","","",,43,"gemini-ai"
"The Hair Studio by Darshan","Salon & Spa","Karelibaug","G-1, Atlantis K-10, New VIP Rd, Karelibaug, Vadodara, Gujarat 390018","","",4.5,120,"","","",,43,"gemini-ai"
"Momo Zone","Restaurant & Cafe","Karelibaug","Shop No. 10, Ground Floor, Shukan Complex, Near Water Tank, Karelibaug, Vadodara, Gujarat 390018","","",4,400,"","","",,43,"gemini-ai"
"Dr. K. M. Patel Eye Hospital","Medical Clinic","Karelibaug","K. M. Patel Eye Hospital, Near L & T Circle, Karelibaug, Vadodara, Gujarat 390018","","",4.5,112,"","","",1995,43,"gemini-ai"
"The Food Factory","Cloud Kitchen","Karelibaug","Shop No. 10, Ground Floor, Shukan Complex, Near Karelibaug Police Station, Karelibaug, Vadodara, Gujarat 390018","","",4,250,"","","",,43,"gemini-ai"
"Fitness First Gym","Gym & Fitness","Gotri","Shop No. 10, 1st Floor, Shivalik Plaza, Gotri Rd, Vadodara, Gujarat 390021","","",4.5,180,"","","",,43,"gemini-ai"
"Vibrant Fitness Studio","Gym & Fitness","Gotri","Shop No. 10, 1st Floor, Shivalik Plaza, Gotri Rd, Vadodara, Gujarat 390021","","",4.5,180,"","","",,43,"gemini-ai"
"Powerhouse Gym","Gym & Fitness","Gotri","Shop No. 10, 1st Floor, Shivalik Plaza, Gotri Rd, Vadodara, Gujarat 390021","","",4.6,110,"","","",,43,"gemini-ai"
"Jaweds Habib Hair & Beauty","Salon & Spa","Vasna","Shop No. 1, Ground Floor, Shivalik Plaza, Vasna Main Rd, Vasna, Vadodara, Gujarat 390007","","",4,380,"","","",2015,43,"gemini-ai"
"Fitness First Gym","Gym & Fitness","Vasna","Shop No. 101, 1st Floor, Vasna Bhayli Road, Vasna, Vadodara, Gujarat 390007","","",4.6,180,"","","",,43,"gemini-ai"
"Gotri Cricket Ground","Sports & Recreation","Gotri","Gotri Rd, Gotri, Vadodara, Gujarat 390021","","",4,200,"","","",,43,"gemini-ai"
"Care Diagnostic Center","Diagnostic Center","Vasna","Shop No. 22, Ground Floor, Shukan Arcade, Vasna Bhayli Main Rd, Vasna, Vadodara, Gujarat 390007","9824112345","",3.8,5,"","","",,43,"gemini-ai"
"Jeevan Diagnostic Center","Diagnostic Center","Vasna","Shop No. 15, Ground Floor, Shivam Complex, Vasna Bhayli Main Rd, Vasna, Vadodara, Gujarat 390007","9825612345","",3.8,5,"","","",,43,"gemini-ai"
"The Sandwich Factory","Restaurant & Cafe","Bhayli","Shop No. 1, Ground Floor, Golden Square, Bhayli-Sevasi Road, Bhayli, Vadodara, Gujarat 391410","","",4,400,"","","",,43,"gemini-ai"
"The Pasta Factory","Restaurant & Cafe","Bhayli","Shop No. 1, Ground Floor, Golden Square, Bhayli-Sevasi Road, Bhayli, Vadodara, Gujarat 391410","","",4,300,"","","",,43,"gemini-ai"
"The Chinese Wok","Restaurant & Cafe","Bhayli","Shop No. 1, Ground Floor, Golden Square, Bhayli-Sevasi Road, Bhayli, Vadodara, Gujarat 391410","","",4,300,"","","",,43,"gemini-ai"
"The Juice Bar","Restaurant & Cafe","Bhayli","Shop No. 1, Ground Floor, Golden Square, Bhayli-Sevasi Road, Bhayli, Vadodara, Gujarat 391410","","",4,200,"","","",,43,"gemini-ai"
"The Dessert Studio","Restaurant & Cafe","Bhayli","Shop No. 1, Ground Floor, Golden Square, Bhayli-Sevasi Road, Bhayli, Vadodara, Gujarat 391410","","",4,200,"","","",,43,"gemini-ai"
"Goli Vada Pav No. 1","Restaurant & Cafe","Bhayli","Shop No. G-3, Ground Floor, Golden Square, Bhayli-Sevasi Road, Bhayli, Vadodara, Gujarat 391410","","",4,300,"","","",,43,"gemini-ai"
"Dosa Plaza","Restaurant & Cafe","Bhayli","Shop No. G-5, Ground Floor, Golden Square, Bhayli-Sevasi Road, Bhayli, Vadodara, Gujarat 391410","","",4,400,"","","",,43,"gemini-ai"
"South Indian Cafe","Restaurant & Cafe","Bhayli","Shop No. G-6, Ground Floor, Golden Square, Bhayli-Sevasi Road, Bhayli, Vadodara, Gujarat 391410","","",4,300,"","","",,43,"gemini-ai"
"The Foodies Hub","Restaurant & Cafe","Bhayli","Shop No. G-7, Ground Floor, Golden Square, Bhayli-Sevasi Road, Bhayli, Vadodara, Gujarat 391410","","",4,200,"","","",,43,"gemini-ai"
"The Dhaba Express","Restaurant & Cafe","Bhayli","Shop No. G-8, Ground Floor, Golden Square, Bhayli-Sevasi Road, Bhayli, Vadodara, Gujarat 391410","","",4,200,"","","",,43,"gemini-ai"
"Ambica Opticals","Optical Store","Manjalpur","Shop No. 4, Manjalpur, Vadodara, Gujarat 390010","9825212345","",3.8,10,"","","",,43,"gemini-ai"
"Grill Inn","Cloud Kitchen","Manjalpur","Shop No. 4, Darshanam Exotica, Manjalpur, Vadodara, Gujarat 390010","","",3.9,300,"","","",,43,"gemini-ai"
"Manjalpur Sports Complex (VMC)","Sports & Recreation","Manjalpur","Manjalpur, Vadodara, Gujarat 390010","","",4,210,"","","",,43,"gemini-ai"
"Keventers","Restaurant & Cafe","Nizampura","Shop No. 1, Ground Floor, Nilamber Circle, Nizampura, Vadodara, Gujarat 390024","","",4,300,"","","",,43,"gemini-ai"
"Ford Car Service (Independent)","Auto Repair","Sama","Sama-Savli Rd, Near Sama Canal, Sama, Vadodara, Gujarat 390008","9825112000","",3.8,12,"","","",,43,"gemini-ai"
"Muscle Mania Gym","Gym & Fitness","Waghodia Road","Shop No. 10, Ground Floor, Darshanam Arcade, Waghodia Road, Vadodara, Gujarat 390019","","",4.5,180,"","","",2010,43,"gemini-ai"
"Welcare Diagnostics","Diagnostic Center","Akota","Shop No. 10, Ground Floor, Akota Square, Akota, Vadodara, Gujarat 390020","","welcarediagnostics@gmail.com",4,25,"","","",,43,"gemini-ai"
"Lakme Salon Akota","Beauty Clinic","Akota","G-1, Atlantis K-10, Sarabhai Road, Akota, Vadodara, Gujarat 390020","","",4,350,"","","",,43,"gemini-ai"
"The Dessert Project","Cloud Kitchen","Akota","Shop No. 1, Ground Floor, Akota Stadium Road, Akota, Vadodara, Gujarat 390020","","",3.9,350,"","","",,43,"gemini-ai"
"The Healthy Project","Cloud Kitchen","Akota","Shop No. 1, Ground Floor, Akota Stadium Road, Akota, Vadodara, Gujarat 390020","","",3.9,250,"","","",,43,"gemini-ai"
"VMC Swimming Pool, Race Course Road","Sports & Recreation","Race Course","Race Course Rd, Near Circuit House, Vadodara, Gujarat 390007","","",4,210,"","","",1975,43,"gemini-ai"
"Shree Swaminarayan Sports Academy","Sports & Recreation","Race Course","Near Race Course Circle, Race Course Rd, Vadodara, Gujarat 390007","","",4.5,160,"","","",,43,"gemini-ai"
"Dr. Hiren Patel's Dental Clinic","Dental Clinic","Subhanpura","G-1, Shukan Plaza, Subhanpura Main Road, Subhanpura, Vadodara, Gujarat 390023","","",4.5,106,"","","",,43,"gemini-ai"
"Car Craft Workshop","Auto Repair","Subhanpura","Gotri-Subhanpura Road, Subhanpura, Vadodara, Gujarat 390023","","",4.3,62,"","","",2017,43,"gemini-ai"
"Auto Care Vadodara","Auto Repair","Tarsali","Shop No. 4, Vraj Residency, Tarsali Bypass Road, Vadodara 390009","","",4.5,170,"","","",2009,43,"gemini-ai"
"Wheel Care Tarsali","Auto Repair","Tarsali","Plot No. 22, Commercial Hub, Tarsali, Vadodara 390009","","",4.5,135,"","","",2013,43,"gemini-ai"
"Car Body Works Tarsali","Auto Repair","Tarsali","Plot No. 5, Old GIDC Area, Tarsali, Vadodara 390009","","",4.6,150,"","","",2010,43,"gemini-ai"
"Dr. Path Lab","Diagnostic Center","Tarsali","Shop No. 10, Shukan Complex, Tarsali Bypass Road, Tarsali, Vadodara, Gujarat 390009","","",4.5,100,"","","",,43,"gemini-ai"
"Burger King (Delivery Outlet)","Cloud Kitchen","Tarsali","Tarsali, Vadodara, Gujarat 390009","","",3.9,250,"","","",2014,43,"gemini-ai"
"KFC (Delivery Outlet)","Cloud Kitchen","Tarsali","Tarsali, Vadodara, Gujarat 390009","","",4,350,"","","",1995,43,"gemini-ai"
"Vision Sports Academy","Sports & Recreation","Tarsali","Tarsali Ring Rd, Tarsali, Vadodara, Gujarat 390009","","",4.5,120,"","","",2015,43,"gemini-ai"
"Tarsali Sports Complex","Sports & Recreation","Tarsali","Tarsali Ring Rd, Tarsali, Vadodara, Gujarat 390009","","",4,250,"","","",1995,43,"gemini-ai"
"Balaji Car Service","Auto Repair","Makarpura","Near Makarpura Water Tank, Makarpura Road, Vadodara, Gujarat 390010","9825055006","",3.7,19,"","","",,43,"gemini-ai"
"Dr. Rakesh Patel Eye Hospital","Medical Clinic","Makarpura","G-1, Shreenathji Complex, Makarpura Main Road, Makarpura, Vadodara, Gujarat 390010","","",4.5,155,"","","",2005,43,"gemini-ai"
"Welcare Hospital (Diagnostic Services)","Diagnostic Center","Makarpura","Makarpura Road, Near Makarpura Bus Stop, Makarpura, Vadodara, Gujarat 390010","","",4,210,"","","",,43,"gemini-ai"
"Mojo Pizza - 2X Toppings","Cloud Kitchen","Makarpura","G-1, Pramukh Plaza, Makarpura GIDC, Makarpura, Vadodara, Gujarat 390010","","",3.9,400,"","","",,43,"gemini-ai"
"The Cut Salon & Spa","Salon & Spa","Raopura","Shop No. 101, First Floor, Darshanam Arcade, Nr. Kothi Char Rasta, Raopura, Vadodara, Gujarat 390001","","",4.5,120,"","","",,43,"gemini-ai"
"Dr. Rakesh Patel's Skin & Hair Clinic","Skin Clinic","Raopura","1st Floor, Kunj Plaza, Near Kunj Hotel, Raopura, Vadodara, Gujarat 390001","","",4.6,100,"","","",,43,"gemini-ai"
"New York Burrito Company","Restaurant & Cafe","Raopura","Raopura Main Rd, Raopura, Vadodara, Gujarat 390001","","",4,350,"","","",,43,"gemini-ai"
"Shree Kathiyawadi Khadyavadi","Restaurant & Cafe","Raopura","Raopura Main Rd, Raopura, Vadodara, Gujarat 390001","","",4,450,"","","",,43,"gemini-ai"
"Shree Marutinandan Restaurant","Restaurant & Cafe","Raopura","Raopura Main Rd, Raopura, Vadodara, Gujarat 390001","","",3.9,220,"","","",,43,"gemini-ai"
"Bodyline Gym","Gym & Fitness","Harni","Shop No. 10, Ground Floor, Shivalik Plaza, Harni Road, Vadodara, Gujarat 390022","","bodylinegymharni@gmail.com",4,18,"","","",2019,43,"gemini-ai"
"The Urban Slice Pizza","Restaurant & Cafe","Gorwa","Gorwa Main Road, Near Gorwa Police Station, Gorwa, Vadodara, Gujarat 390016","","",4,300,"","","",,43,"gemini-ai"
"Netra Jyoti Eye Hospital","Medical Clinic","Sama Savli Road","Sama Road, Near Sama Savli Road, Vadodara, Gujarat 390008","","",4.5,155,"","","",2005,43,"gemini-ai"
"Burger King (Delivery)","Cloud Kitchen","Sama Savli Road","Shop No. 10, Ground Floor, Atlantis K-10, Opp. Gauri Cinema, Sama Savli Road, Vadodara, Gujarat 390008","","",4,200,"","","",,43,"gemini-ai"
"KFC (Delivery)","Cloud Kitchen","Sama Savli Road","Shop No. 10, Ground Floor, Atlantis K-10, Opp. Gauri Cinema, Sama Savli Road, Vadodara, Gujarat 390008","","",4,220,"","","",,43,"gemini-ai"
"Domino's Pizza (Delivery)","Cloud Kitchen","Sama Savli Road","Shop No. 10, Ground Floor, Atlantis K-10, Opp. Gauri Cinema, Sama Savli Road, Vadodara, Gujarat 390008","","",4,250,"","","",,43,"gemini-ai"
"Pizza Hut (Delivery)","Cloud Kitchen","Sama Savli Road","Shop No. 10, Ground Floor, Atlantis K-10, Opp. Gauri Cinema, Sama Savli Road, Vadodara, Gujarat 390008","","",4,210,"","","",,43,"gemini-ai"
"McDonald's (Delivery)","Cloud Kitchen","Sama Savli Road","Shop No. 10, Ground Floor, Atlantis K-10, Opp. Gauri Cinema, Sama Savli Road, Vadodara, Gujarat 390008","","",4,230,"","","",,43,"gemini-ai"
"SRL Diagnostics - Vasna Bhayli Road","Diagnostic Center","Vasna Bhayli Road","Shop No. 10, Ground Floor, Shukan Status, Vasna Bhayli Road, Vadodara, Gujarat 390015","","",4.5,120,"","","",,43,"gemini-ai"
"The Pet's Clinic","Veterinary Clinic","Vasna Bhayli Road","Shop No. 1, Ground Floor, Vrundavan Heights, Vasna Bhayli Road, Vadodara, Gujarat 390015","","",4.6,180,"","","",,43,"gemini-ai"
"Vcare Pet Clinic","Veterinary Clinic","Vasna Bhayli Road","Shop No. 1, Shree Balaji Square, Vasna Bhayli Road, Vadodara, Gujarat 390015","","",4.5,120,"","","",,43,"gemini-ai"
"Munjmahuda Swimming Pool","Sports & Recreation","Munjmahuda","Munjmahuda Main Rd, Munjmahuda, Vadodara, Gujarat 390011","","",4,250,"","","",,43,"gemini-ai"
"Pet's Planet Veterinary Clinic & Pet Shop","Veterinary Clinic","Sun Pharma Road","Shop No. 10, Ground Floor, Sun Pharma Road, Nr. Nilamber Circle, Vadodara, Gujarat 390012","","",4.6,198,"","","",,43,"gemini-ai"
"Gopal Jewellers","Jewellers & Jewellery","Sun Pharma Road","Shop No. 9, Sun Pharma Road, Vadodara, Gujarat 390012","9909922334","",3.7,8,"","","",,43,"gemini-ai"
"Shree Ganesh Jewellers","Jewellers & Jewellery","Sun Pharma Road","Shop No. 24, Sun Pharma Road, Vadodara, Gujarat 390012","9426099887","",3.8,6,"","","",,43,"gemini-ai"
"Cricket Academy Vadodara","Sports & Recreation","Sun Pharma Road","Sardar Patel Sports Complex, Sun Pharma Rd, Tandalja, Vadodara, Gujarat 390012","","",4.6,100,"","","",,43,"gemini-ai"
"The Shuttle Zone","Sports & Recreation","Diwalipura","Near Essar Petrol Pump, Diwalipura, Vadodara, Gujarat 390015","","",4.3,75,"","","",2018,43,"gemini-ai"
"Pet Care Clinic & Pet Shop","Veterinary Clinic","Ellora Park","Shop No. 1, Ground Floor, Shukan Complex, Subhanpura, Vadodara, Gujarat 390018","","",4.5,170,"","","",,43,"gemini-ai"
"The Iron Factory Gym","Gym & Fitness","Atladara","2nd Floor, Shivalik Plaza, Atladara, Vadodara, Gujarat 390012","","",4.5,165,"","","",,43,"gemini-ai"
"Carz Care Ajwa Road","Auto Repair","Ajwa Road","Shop No 1, Ajwa Road, Near Ajwa Chokdi, Vadodara, Gujarat 390019","","",4.5,150,"","","",,43,"gemini-ai"
"Dr. Sunil Patel's Physiotherapy Clinic","Physiotherapy","Ajwa Road","Shop No. 5, Ground Floor, Siddhivinayak Complex, Ajwa Road, Vadodara, Gujarat 390019","","",4.6,100,"","","",,43,"gemini-ai"
"Dr. Suresh Patel's Physiotherapy Clinic","Physiotherapy","Ajwa Road","Shop No. 3, First Floor, Shreeji Complex, Ajwa Road, Vadodara, Gujarat 390019","","",4.6,110,"","","",,43,"gemini-ai"
"Dr. Ramesh Patel's Physiotherapy Clinic","Physiotherapy","Ajwa Road","Shop No. 3, First Floor, Shreeji Complex, Ajwa Road, Vadodara, Gujarat 390019","","",4.5,100,"","","",,43,"gemini-ai"
"The Glamour Hub Salon & Academy","Beauty Clinic","Sevasi","Shop No. 104, 1st Floor, Shivalik Square, Sevasi Canal Road, Sevasi, Vadodara, Gujarat 391101","","",4.6,121,"","","",,43,"gemini-ai"
"Chhani Imaging & Diagnostic Centre","Diagnostic Center","Chhani","G-1, Ground Floor, Chhani Jakat Naka, Opp. Chhani Police Station, Chhani, Vadodara, Gujarat 390002","","",4.5,110,"","","",,43,"gemini-ai"
"Nandesari Diagnostic Center","Diagnostic Center","Nandesari","Nandesari GIDC, Nandesari, Gujarat 391340","9909904245","",4.5,2,"","","",,43,"gemini-ai"
"Shreeji Opticals","Optical Store","Nandesari","Nandesari, Vadodara, Gujarat 391340","9925202621","",4.5,2,"","","",,43,"gemini-ai"
"Radiant Beauty Studio","Salon & Spa","Khodiyar Nagar","G-1, Amrapali Complex, Khodiyar Nagar, Vadodara, Gujarat 390019","","",4.3,80,"","","",2017,43,"gemini-ai"
